category,matched_keywords,answer_id,question_id,question_title,author_name,char_count,story_score,voteup_count,favorite_count,url,txt_file,json_file,sha256
01_悬疑惊悚,悬疑|杀人|案件,2032053343254746713,306793225,哪些真实案件可以拍成悬疑片？,凌泉,7651,0.9,110,55,https://www.zhihu.com/question/306793225/answer/2032053343254746713,01_悬疑惊悚/2032053343254746713_306793225.txt,01_悬疑惊悚/2032053343254746713_306793225.json,7cb418129f0154552c5fb6425bd4f6d62edc094583946e3a7ff55a7ecf265e85
01_悬疑惊悚,悬疑|凶手|案件,2482683964,306793225,哪些真实案件可以拍成悬疑片？,曼走庄园,5864,0.9,109,91,https://www.zhihu.com/question/306793225/answer/2482683964,01_悬疑惊悚/2482683964_306793225.txt,01_悬疑惊悚/2482683964_306793225.json,37bd9f3112625caeba10dffd624eaedcddbe78b550f1f50468d70960bc2707eb
01_悬疑惊悚,恐怖|惊悚,2146348325,21490596,你所经历过的最恐怖惊悚的故事是什么？,周德东,5918,1.0,2877,2627,https://www.zhihu.com/question/21490596/answer/2146348325,01_悬疑惊悚/2146348325_21490596.txt,01_悬疑惊悚/2146348325_21490596.json,f9f193170860669a59c13d0345ed6e2ab4c8ba4d4c16913aca5e99c61e48e8db
01_悬疑惊悚,恐怖|诡异,3182166326,287488662,有哪些中式恐怖（诡异）的传说？,般若,9137,1.0,2741,388,https://www.zhihu.com/question/287488662/answer/3182166326,01_悬疑惊悚/3182166326_287488662.txt,01_悬疑惊悚/3182166326_287488662.json,8b8f16973d469789565d7f9819a45e887cd58d58d36298147e85d52aa3ab722a
01_悬疑惊悚,恐怖|诡异,3168948734,287488662,有哪些中式恐怖（诡异）的传说？,蛮蛮蛮,5559,1.0,2688,1396,https://www.zhihu.com/question/287488662/answer/3168948734,01_悬疑惊悚/3168948734_287488662.txt,01_悬疑惊悚/3168948734_287488662.json,27c042acbcdf409c9ff45f0407ca071cb92db3da04d4036142a9bcf406c08078
01_悬疑惊悚,悬疑|细思极恐,3395736839,311306953,有哪些悬疑或者细思极恐的故事？,吐司生,5520,1.0,2253,321,https://www.zhihu.com/question/311306953/answer/3395736839,01_悬疑惊悚/3395736839_311306953.txt,01_悬疑惊悚/3395736839_311306953.json,cdbbb2f8b06dbd16a5f85237da1358670b4bc093614762aa61a3c958fcbf7285
01_悬疑惊悚,恐怖|惊悚,3249783615,21490596,你所经历过的最恐怖惊悚的故事是什么？,狐狐仙贝,5156,1.0,1887,933,https://www.zhihu.com/question/21490596/answer/3249783615,01_悬疑惊悚/3249783615_21490596.txt,01_悬疑惊悚/3249783615_21490596.json,79d653606b18ae2124ac515c1cafc368450c5a5e81f117a226dc1fc73c331452
01_悬疑惊悚,恐怖|细思极恐,3310419994,404865158,有没有很短且细思极恐的恐怖故事？,八十四骨,8450,1.0,1330,145,https://www.zhihu.com/question/404865158/answer/3310419994,01_悬疑惊悚/3310419994_404865158.txt,01_悬疑惊悚/3310419994_404865158.json,a377feb571cc7db084aa6fb55eaee6b0d50befcc8fadede7ea7db28ed2dd9de5
01_悬疑惊悚,恐怖|细思极恐,3213708308,404865158,有没有很短且细思极恐的恐怖故事？,御九,9630,1.0,1257,141,https://www.zhihu.com/question/404865158/answer/3213708308,01_悬疑惊悚/3213708308_404865158.txt,01_悬疑惊悚/3213708308_404865158.json,f1a6d2e5291308fa9e370b1495e08a92dea60b4690333eb11a95fe837beba034
01_悬疑惊悚,恐怖|灵异,3332492041,604399080,有什么恐怖的民间灵异故事？,木吉更,8981,1.0,932,289,https://www.zhihu.com/question/604399080/answer/3332492041,01_悬疑惊悚/3332492041_604399080.txt,01_悬疑惊悚/3332492041_604399080.json,bd558191601c9b38f93ba2f7ab154c856ae40dd1cc17e34f417aa63fc0bf73d9
01_悬疑惊悚,悬疑|细思极恐,3320233392,593522493,有没有什么细思极恐的悬疑故事?,余冬生,5154,1.0,630,150,https://www.zhihu.com/question/593522493/answer/3320233392,01_悬疑惊悚/3320233392_593522493.txt,01_悬疑惊悚/3320233392_593522493.json,911f4b9ea793fdce6b365e1857bec0fa18a86ee494bdd3d83fd69f7f59585a34
01_悬疑惊悚,悬疑|细思极恐,3179639023,311306953,有哪些悬疑或者细思极恐的故事？,来时雨,8028,1.0,593,140,https://www.zhihu.com/question/311306953/answer/3179639023,01_悬疑惊悚/3179639023_311306953.txt,01_悬疑惊悚/3179639023_311306953.json,32d1a3ed3cf1934e6911e95434fae99e2940f209e2b0272ffdc1d4d55c81ae2c
01_悬疑惊悚,凶手|杀人,2543931977,467581606,你在家里窗户目睹了对面单元楼窗户一个人杀人，但凶手发现你了还发出瘆人的微笑。以这为开头如何写故事？,浮阳北小豆,5005,1.0,575,272,https://www.zhihu.com/question/467581606/answer/2543931977,01_悬疑惊悚/2543931977_467581606.txt,01_悬疑惊悚/2543931977_467581606.json,7f8b1c79a0120e6e59e60ac4d60eecb3e72ef11544fa675495b2c31d81822f01
01_悬疑惊悚,恐怖|灵异,1905390684397077347,604399080,有什么恐怖的民间灵异故事？,荔枝汽水水,5661,1.0,451,247,https://www.zhihu.com/question/604399080/answer/1905390684397077347,01_悬疑惊悚/1905390684397077347_604399080.txt,01_悬疑惊悚/1905390684397077347_604399080.json,82cf6d0f4dcf6459dde19ec2afb0b002c5c41b6e2906cb4a76824831271f9a9d
01_悬疑惊悚,恐怖|灵异,3258587073,30051134,有没有好看的灵异恐怖小说推荐？,肉眼凡胎,8166,1.0,436,277,https://www.zhihu.com/question/30051134/answer/3258587073,01_悬疑惊悚/3258587073_30051134.txt,01_悬疑惊悚/3258587073_30051134.json,bfa2cd0632d3aea8f407fa28ac595b7c09c0ff3cf0d27dffcf456d63a2822f3b
01_悬疑惊悚,悬疑|推理,3400834693,548390650,求一个极具反转的悬疑推理故事?,哼哈小妙,8490,1.0,228,83,https://www.zhihu.com/question/548390650/answer/3400834693,01_悬疑惊悚/3400834693_548390650.txt,01_悬疑惊悚/3400834693_548390650.json,77f8ca01c6c47be27bdde3b3cc06a2bba1a5a56e101c5fec8eeae30a1bcc2725
01_悬疑惊悚,悬疑|推理,3007134236,548390650,求一个极具反转的悬疑推理故事?,豆子豆子,9394,1.0,132,42,https://www.zhihu.com/question/548390650/answer/3007134236,01_悬疑惊悚/3007134236_548390650.txt,01_悬疑惊悚/3007134236_548390650.json,ec6e7ad51e95153587c081a6f87c10d0db20c4cda31dd29eec8a5947425e260f
01_悬疑惊悚,怪谈|规则怪谈,3320886683,578459607,有哪些有创意一点的规则怪谈？,我爱帽子,5825,1.0,16,13,https://www.zhihu.com/question/578459607/answer/3320886683,01_悬疑惊悚/3320886683_578459607.txt,01_悬疑惊悚/3320886683_578459607.json,ac339326154c8d1597981fa4725307ec9c6da679ce5e26cc9ed5b52016298acc
01_悬疑惊悚,怪谈|规则怪谈,3293564122,578459607,有哪些有创意一点的规则怪谈？,星星失眠,8327,1.0,8,7,https://www.zhihu.com/question/578459607/answer/3293564122,01_悬疑惊悚/3293564122_578459607.txt,01_悬疑惊悚/3293564122_578459607.json,bcb2abe354fae8a4f60f27276c825db67f80522dd4752b139c58d4a88604d007
01_悬疑惊悚,悬疑|恐怖,2357854849,485980049,有没有什么恐怖悬疑的小故事？,唐河,9980,0.99,760,655,https://www.zhihu.com/question/485980049/answer/2357854849,01_悬疑惊悚/2357854849_485980049.txt,01_悬疑惊悚/2357854849_485980049.json,0409182fc1cf0bf30aaa4fdcd3de6ff99a387963fad46d88aa746bf68824f4c8
01_悬疑惊悚,悬疑|惊悚,96817414310,346188028,有没有好看的惊悚悬疑小说？,长了四颗智齿,5001,0.99,678,555,https://www.zhihu.com/question/346188028/answer/96817414310,01_悬疑惊悚/96817414310_346188028.txt,01_悬疑惊悚/96817414310_346188028.json,35764e1fa165d15d3b29bf83dcb9ec2e3564f1a95138d01d443e86ce4edc52aa
01_悬疑惊悚,悬疑|恐怖,2145279208,485980049,有没有什么恐怖悬疑的小故事？,鸽子不咕,7512,0.99,211,85,https://www.zhihu.com/question/485980049/answer/2145279208,01_悬疑惊悚/2145279208_485980049.txt,01_悬疑惊悚/2145279208_485980049.json,eaf9bde59ab1b7002309658e1b97ca0b4a5354dbd452a160509becbed48c9249
01_悬疑惊悚,悬疑|恐怖,2476214102,394712602,可以推荐一下恐怖/悬疑小说吗？,百里岁岁,5545,0.98,113,47,https://www.zhihu.com/question/394712602/answer/2476214102,01_悬疑惊悚/2476214102_394712602.txt,01_悬疑惊悚/2476214102_394712602.json,e68b907face43ab096d0de5151ebdc872711656b604fdcc181bbba4da8c88914
01_悬疑惊悚,悬疑|推理,2044410871426897017,324940149,能不能推荐一下古言推理悬疑小说？,烟花三月,5439,0.97,5012,2443,https://www.zhihu.com/question/324940149/answer/2044410871426897017,01_悬疑惊悚/2044410871426897017_324940149.txt,01_悬疑惊悚/2044410871426897017_324940149.json,10779fa927c65724a522a531ed462f7e5a209b17d9a3792b13b6db8404ccb971
01_悬疑惊悚,悬疑|恐怖,3415217978,24018589,有什么让人看上头的恐怖悬疑文？,嘟嘟,9235,0.97,338,106,https://www.zhihu.com/question/24018589/answer/3415217978,01_悬疑惊悚/3415217978_24018589.txt,01_悬疑惊悚/3415217978_24018589.json,ab164b9f4bbb8da0e1f8dc4ad3dc609d14bc8194080498a4259f3498594e3c0e
01_悬疑惊悚,悬疑|细思极恐,3500612005,593522493,有没有什么细思极恐的悬疑故事?,一二三,8733,0.95,2398,615,https://www.zhihu.com/question/593522493/answer/3500612005,01_悬疑惊悚/3500612005_593522493.txt,01_悬疑惊悚/3500612005_593522493.json,ec6e3104086bd38f452c49ad7dd8611085450ae675344f236c4a6b9602581968
01_悬疑惊悚,恐怖|惊悚,1826481241,431630171,你听过的最恐怖惊悚的故事是什么？,笙眠,9219,0.95,1518,711,https://www.zhihu.com/question/431630171/answer/1826481241,01_悬疑惊悚/1826481241_431630171.txt,01_悬疑惊悚/1826481241_431630171.json,b8d6da95d918326d0b7d6ca295b03b5a415193c1eea4ccd08ef302d7dc2b3cd6
01_悬疑惊悚,杀人|案件,1938160249229017659,40646841,最让你震惊的一宗杀人案件是什么？,黔云悠悠,6264,0.95,839,483,https://www.zhihu.com/question/40646841/answer/1938160249229017659,01_悬疑惊悚/1938160249229017659_40646841.txt,01_悬疑惊悚/1938160249229017659_40646841.json,a6236d5d880f688d169b2e8f27f8fcfdc9ec3fc5f3bd145050cf831ff6364e06
01_悬疑惊悚,怪谈|规则怪谈,3252229604,574110271,有没有质量特别高的规则怪谈?,惊人院,8825,0.95,500,603,https://www.zhihu.com/question/574110271/answer/3252229604,01_悬疑惊悚/3252229604_574110271.txt,01_悬疑惊悚/3252229604_574110271.json,e2885965a8fa54ece8a8ddfc3643d08610835d8e5f0aa14fbefc3a1e1c189b47
01_悬疑惊悚,恐怖|惊悚,2670161246,431630171,你听过的最恐怖惊悚的故事是什么？,乌鸦鸦,8376,0.95,447,596,https://www.zhihu.com/question/431630171/answer/2670161246,01_悬疑惊悚/2670161246_431630171.txt,01_悬疑惊悚/2670161246_431630171.json,808dc9e064fd76303f39600d5c3d11ab78a6c7f99327b26ec7dbe42c42267272
01_悬疑惊悚,怪谈|规则怪谈,3178631335,574110271,有没有质量特别高的规则怪谈?,鱼糯糯,9774,0.95,422,196,https://www.zhihu.com/question/574110271/answer/3178631335,01_悬疑惊悚/3178631335_574110271.txt,01_悬疑惊悚/3178631335_574110271.json,ecb3955f050bf1a8cd88f930d195a275fd7669d93e153ac5ec6d4bc4bf4b1976
01_悬疑惊悚,杀人|案件,2530672184,53467984,你听说过最残忍的杀人案件是什么？,欧阳十三,8885,0.9,3126,3931,https://www.zhihu.com/question/53467984/answer/2530672184,01_悬疑惊悚/2530672184_53467984.txt,01_悬疑惊悚/2530672184_53467984.json,453f652649a63cbe45fe90e47b0b30f52025fb34abcf8b4b6b748d6579d305cb
01_悬疑惊悚,凶手|案件|诡异|犯罪,1309074118,36369210,有没有你知道的很离奇的真实案件？,桥东里,9831,0.9,2427,931,https://www.zhihu.com/question/36369210/answer/1309074118,01_悬疑惊悚/1309074118_36369210.txt,01_悬疑惊悚/1309074118_36369210.json,f6c72f4a5f6b32cb00f35c507abbd06b1f05d6caffc9a814d0629c4d9127dd91
01_悬疑惊悚,惊悚|案件,2914677844,582066263,你听过最惊悚吓人的案件是什么？,九尾,7297,0.9,2133,500,https://www.zhihu.com/question/582066263/answer/2914677844,01_悬疑惊悚/2914677844_582066263.txt,01_悬疑惊悚/2914677844_582066263.json,866553abf1ce865d58c7cfeb1f4f42293c6e31ecec0bf919f04021f9c0646d95
01_悬疑惊悚,恐怖|密室,930047164,323305030,恐怖型的真人密室逃脱有多可怕？,闲事白茶,5718,0.9,558,253,https://www.zhihu.com/question/323305030/answer/930047164,01_悬疑惊悚/930047164_323305030.txt,01_悬疑惊悚/930047164_323305030.json,0b1c87009f36e488a25ab1b48e5ffa0e14ea7149c6b7f6bfbaff6c63d076a172
01_悬疑惊悚,灵异|细思极恐,3228044236,408896373,南京有哪些细思极恐的灵异事件？,一只羊,5855,0.9,113,9,https://www.zhihu.com/question/408896373/answer/3228044236,01_悬疑惊悚/3228044236_408896373.txt,01_悬疑惊悚/3228044236_408896373.json,cb7b4c223070bcca6eb3041eece63abcf30e322d86e18aa030b1d12008eb6f7e
01_悬疑惊悚,推理|恐怖|细思极恐,1281662531,371809887,有什么巨短却超级吓人的恐怖故事？,御宅动漫头像,7689,1.0,1618,389,https://www.zhihu.com/question/371809887/answer/1281662531,01_悬疑惊悚/1281662531_371809887.txt,01_悬疑惊悚/1281662531_371809887.json,d7a75301ef8770495569af5cf41d24de2a5002fd69490b00c9bd1ea9a6e5380b
01_悬疑惊悚,悬疑|凶手|杀人,2281896448,49361114,有哪些好看的悬疑小说？,鸽子不咕,8054,1.0,321,233,https://www.zhihu.com/question/49361114/answer/2281896448,01_悬疑惊悚/2281896448_49361114.txt,01_悬疑惊悚/2281896448_49361114.json,b0c616900619572723c20b4ae549e8afea4ae704ac2d52f23c8dcbd0931a8213
01_悬疑惊悚,凶手|案件|诡异,1954536893610959094,36369210,有没有你知道的很离奇的真实案件？,阿诡,7522,1.0,233,166,https://www.zhihu.com/question/36369210/answer/1954536893610959094,01_悬疑惊悚/1954536893610959094_36369210.txt,01_悬疑惊悚/1954536893610959094_36369210.json,6b5bd7dbe9a520855545a5f6bfc1af2b93f9fb281e265e974c084c596710b40e
01_悬疑惊悚,恐怖|诡异|细思极恐,2848777731,341853672,有什么样的反转小故事让你细思极恐？,九先生,6375,1.0,148,195,https://www.zhihu.com/question/341853672/answer/2848777731,01_悬疑惊悚/2848777731_341853672.txt,01_悬疑惊悚/2848777731_341853672.json,600e61439c119f066a0df3d18ca411c51bb92c8ad300212778bccc8e699079d6
01_悬疑惊悚,悬疑|杀人|案件,3415735883,49361114,有哪些好看的悬疑小说？,尘念,8626,1.0,136,20,https://www.zhihu.com/question/49361114/answer/3415735883,01_悬疑惊悚/3415735883_49361114.txt,01_悬疑惊悚/3415735883_49361114.json,e96adf1445fb9d118913c0e5a7effa33429451c55f706b54c080a08a3610890d
01_悬疑惊悚,凶手|案件|犯罪,2190748549,378647766,世界上真的存在完美犯罪吗？,一座江大桥,9312,0.95,507,316,https://www.zhihu.com/question/378647766/answer/2190748549,01_悬疑惊悚/2190748549_378647766.txt,01_悬疑惊悚/2190748549_378647766.json,c70f957c3f3eb6eab71c336b29cb1f36dc99aa77de3d3a87ae6b05aafdae1111
01_悬疑惊悚,凶手|杀人|细思极恐,2495142733,341853672,有什么样的反转小故事让你细思极恐？,火柴盒,9214,0.9,1263,1198,https://www.zhihu.com/question/341853672/answer/2495142733,01_悬疑惊悚/2495142733_341853672.txt,01_悬疑惊悚/2495142733_341853672.json,96fe0acbd488bb89d0a2ac5c9d51ff8bcda2aea92ef5ceefb212f0e915ccafde
01_悬疑惊悚,恐怖|诡异,2423151728,317945181,有什么让人听了背脊发凉的恐怖故事？,吃西瓜不吐西瓜皮,6080,1.0,2652,2738,https://www.zhihu.com/question/317945181/answer/2423151728,01_悬疑惊悚/2423151728_317945181.txt,01_悬疑惊悚/2423151728_317945181.json,3bc787c063ab0808d024eff90bd6e26d24c122c88b9e3e9aae2d9a5726ae9c16
01_悬疑惊悚,恐怖|杀人,2270110130,317945181,有什么让人听了背脊发凉的恐怖故事？,怪奇异闻录,8035,1.0,1383,681,https://www.zhihu.com/question/317945181/answer/2270110130,01_悬疑惊悚/2270110130_317945181.txt,01_悬疑惊悚/2270110130_317945181.json,86e5c20ddc31dfe7a59873a395018a01f91745a90704ee3344556030184684de
01_悬疑惊悚,恐怖|诡异,685105245,323305666,你有哪些真实的恐怖故事？,一只鱼的传说,5706,1.0,1337,469,https://www.zhihu.com/question/323305666/answer/685105245,01_悬疑惊悚/685105245_323305666.txt,01_悬疑惊悚/685105245_323305666.json,a0acd762edbd4ea650974639f34ea6d750fcfd3137117c81ddf6511a1995b71c
01_悬疑惊悚,恐怖|杀人,3435171596,644639395,假如你穿进恐怖游戏里，你要怎么活下去？,妄想症,8955,1.0,1060,387,https://www.zhihu.com/question/644639395/answer/3435171596,01_悬疑惊悚/3435171596_644639395.txt,01_悬疑惊悚/3435171596_644639395.json,84074729535a46de7e1ed8ad9434d22338adca8ba75458574ca1317730926b8c
01_悬疑惊悚,灵异|怪谈,3390051079,350834109,有什么让人脊背发凉的灵异经历/故事？,寻真知,5315,1.0,880,414,https://www.zhihu.com/question/350834109/answer/3390051079,01_悬疑惊悚/3390051079_350834109.txt,01_悬疑惊悚/3390051079_350834109.json,b0ee6d462352ff9bed450f5fc6e10ae1986f4ff983d0618b4ada456861d2d8df
01_悬疑惊悚,恐怖|杀人,3151657257,456100334,你听过最恐怖故事是什么？,赫尔墨斯,5187,1.0,805,499,https://www.zhihu.com/question/456100334/answer/3151657257,01_悬疑惊悚/3151657257_456100334.txt,01_悬疑惊悚/3151657257_456100334.json,b17555a5dcbee573acc597ee6d9db1d19d9b0206497928142a2d51c211b13f05
01_悬疑惊悚,恐怖|命案,2580549416,284620593,高智商罪犯恐怖到什么程度？,毒糖海龟汤,7224,1.0,515,615,https://www.zhihu.com/question/284620593/answer/2580549416,01_悬疑惊悚/2580549416_284620593.txt,01_悬疑惊悚/2580549416_284620593.json,1f2214ecf8d81364bbfed03951f98195ccb7f7a4ba5b4d98cdfc380bcffbb998
01_悬疑惊悚,惊悚|怪谈,2640816493,504062991,有什么比较好的规则类怪谈吗？,呵呵黄黄,5093,1.0,511,620,https://www.zhihu.com/question/504062991/answer/2640816493,01_悬疑惊悚/2640816493_504062991.txt,01_悬疑惊悚/2640816493_504062991.json,910b25256ceba44496f19f5f3f215f0dcf6c015e69d508f4611738af13fa28a6
01_悬疑惊悚,恐怖|杀人,3433407559,647292412,在恐怖游戏里做团宠是一种怎样的体验？,睡不着的羊,9885,1.0,503,163,https://www.zhihu.com/question/647292412/answer/3433407559,01_悬疑惊悚/3433407559_647292412.txt,01_悬疑惊悚/3433407559_647292412.json,5bca9b4d5e6fc70e20ee83d4c892e74263643a3dcfb661667a69b5c7b0bc2987
01_悬疑惊悚,惊悚|杀人,2623579626,302603618,你遇到过最惊悚的事情是什么？,乌鸦鸦,7905,1.0,327,562,https://www.zhihu.com/question/302603618/answer/2623579626,01_悬疑惊悚/2623579626_302603618.txt,01_悬疑惊悚/2623579626_302603618.json,410cd7ede045bac860eb2b26a556982f0a3c76d1bc05e3943bee26a3d872acf5
01_悬疑惊悚,恐怖|杀人,2401185062,476109871,有没有什么细思恐极的恐怖故事？,是小白菜呀,8740,1.0,305,1522,https://www.zhihu.com/question/476109871/answer/2401185062,01_悬疑惊悚/2401185062_476109871.txt,01_悬疑惊悚/2401185062_476109871.json,ca097bc60eb88b22027ebd2bc65175bc323993555fbe8d9dfbb8658775b8ed0d
01_悬疑惊悚,恐怖|诡异,2735817301,284620593,高智商罪犯恐怖到什么程度？,九宫格,6863,1.0,252,278,https://www.zhihu.com/question/284620593/answer/2735817301,01_悬疑惊悚/2735817301_284620593.txt,01_悬疑惊悚/2735817301_284620593.json,89bd644c016877db097ea990c7910d6c319ca6ed15cd35baacdfbc176bfe8779
01_悬疑惊悚,恐怖|诡异,3546752413,352776383,你见过最恐怖的事是什么？,溏心小肉粽,9922,1.0,242,21,https://www.zhihu.com/question/352776383/answer/3546752413,01_悬疑惊悚/3546752413_352776383.txt,01_悬疑惊悚/3546752413_352776383.json,5acd0dfdec4336e68c3c9c1128f5395f4785d332d3502cd9744e47f880ca1696
01_悬疑惊悚,恐怖|杀人,2736012779,301777323,有没有什么特别恐怖的鬼故事？,橘子树下的月亮,9358,1.0,228,273,https://www.zhihu.com/question/301777323/answer/2736012779,01_悬疑惊悚/2736012779_301777323.txt,01_悬疑惊悚/2736012779_301777323.json,8a6d4c7368c8d9b596ae479d75a1f6a7246cac8a1c938ef6e60e1a7d91b71f51
01_悬疑惊悚,恐怖|诡异,2661708760,287860022,有哪些恐怖到极致的故事?,送你一朵小红花,5142,1.0,166,269,https://www.zhihu.com/question/287860022/answer/2661708760,01_悬疑惊悚/2661708760_287860022.txt,01_悬疑惊悚/2661708760_287860022.json,07e9b2a14fa99c1478add22a4bd538757a9902b6e6b708a0c353dac2370f1d7d
01_悬疑惊悚,恐怖|灵异,3112444789,325336692,有没有关于人性的恐怖民间故事？,蛮蛮蛮,5170,1.0,131,107,https://www.zhihu.com/question/325336692/answer/3112444789,01_悬疑惊悚/3112444789_325336692.txt,01_悬疑惊悚/3112444789_325336692.json,006d6cf0730ca0caca6ed346a2c37c3287dd90d963923e22c107ca005122aeff
01_悬疑惊悚,案件|细思极恐,1958563380441900905,316084710,有哪些细思极恐的案子？,十月,9425,1.0,117,30,https://www.zhihu.com/question/316084710/answer/1958563380441900905,01_悬疑惊悚/1958563380441900905_316084710.txt,01_悬疑惊悚/1958563380441900905_316084710.json,1cf1cf493dc58d2a72d3046e22883951b3b5b5a7248fdf248404639ad5f78c37
01_悬疑惊悚,诡异|灵异,3042501832,419328419,民间有哪些灵异禁忌？,杨道长,8057,1.0,111,59,https://www.zhihu.com/question/419328419/answer/3042501832,01_悬疑惊悚/3042501832_419328419.txt,01_悬疑惊悚/3042501832_419328419.json,eb5f7ab5b151c500a4081ccffee87fec4ac2bf5497a2f681b5a35a09fbcbb769
01_悬疑惊悚,悬疑|凶手,3487443787,507265464,有没有精彩反转的悬疑故事？,紫辰,5304,1.0,101,62,https://www.zhihu.com/question/507265464/answer/3487443787,01_悬疑惊悚/3487443787_507265464.txt,01_悬疑惊悚/3487443787_507265464.json,01814669196a7daf0a3d8298e848140e8b95c1ef85dadb4e14bc8ac7f432f933
01_悬疑惊悚,恐怖|杀人,1773029128,419473836,可以分享一个让你毛骨悚然的恐怖故事吗？,叶叶,9753,0.99,783,412,https://www.zhihu.com/question/419473836/answer/1773029128,01_悬疑惊悚/1773029128_419473836.txt,01_悬疑惊悚/1773029128_419473836.json,d0201af888dd6cf61cc57e4ecb5bfc21c5bc7abe74794d5fb896740c64deedd8
01_悬疑惊悚,恐怖|诡异,2523464458,419473836,可以分享一个让你毛骨悚然的恐怖故事吗？,十四夜,9150,0.99,655,362,https://www.zhihu.com/question/419473836/answer/2523464458,01_悬疑惊悚/2523464458_419473836.txt,01_悬疑惊悚/2523464458_419473836.json,82e3dcdd97b7471939dd43332f3e434f4364997d20a4a7884fbd7285e9742d10
01_悬疑惊悚,恐怖|惊悚,3432829319,645182714,穿进恐怖游戏，却以为是恋爱乙游，抱着男主叫老公会怎么样？,哈哈,5096,0.97,1448,1134,https://www.zhihu.com/question/645182714/answer/3432829319,01_悬疑惊悚/3432829319_645182714.txt,01_悬疑惊悚/3432829319_645182714.json,21507f0b4362fa49e4175f7c003112f2a11a8406899229fd91c11792c0bf9854
