category,matched_keywords,answer_id,question_id,question_title,author_name,char_count,story_score,voteup_count,favorite_count,url,txt_file,json_file,sha256
01_悬疑惊悚,杀人|怪谈|规则怪谈,3535355926,578459607,有哪些有创意一点的规则怪谈？,别枝惊鹊,5187,1.0,7,4,https://www.zhihu.com/question/578459607/answer/3535355926,01_悬疑惊悚/3535355926_578459607.txt,01_悬疑惊悚/3535355926_578459607.json,90c4f5f29f25756df51d9ce5b4de5eec929b72d53afdb614b44f031bb563e9c2
01_悬疑惊悚,悬疑|恐怖|凶手,3117228785,485980049,有没有什么恐怖悬疑的小故事？,闻桥月Judy,9390,0.99,534,218,https://www.zhihu.com/question/485980049/answer/3117228785,01_悬疑惊悚/3117228785_485980049.txt,01_悬疑惊悚/3117228785_485980049.json,5c8cf3fe25fe99f85fdc65d9853a90a2e0896d264ff3c0a4cef044f4ace68f57
02_古风仙侠,古言|皇帝|皇后|后宫|宫斗,2412961436,500977750,如何以「臣妾不想做皇后了」为开头写一篇古言，可正经可沙雕？,洛溪儿,6461,1.0,637,763,https://www.zhihu.com/question/500977750/answer/2412961436,02_古风仙侠/2412961436_500977750.txt,02_古风仙侠/2412961436_500977750.json,d8d54c92b37f4a6801fd87c0853d0f44cff3d7a4e168b58651971eb01d1ebfd6
02_古风仙侠,古代|皇帝|皇后|公主|太子|女帝,3270797015,342402619,有哪些好看的女强古代言情小说？,太早,7111,0.95,693,95,https://www.zhihu.com/question/342402619/answer/3270797015,02_古风仙侠/3270797015_342402619.txt,02_古风仙侠/3270797015_342402619.json,825634f5d5354ee8b7813b9d382af372ec3250b6b352cbcee90d96469b540464
02_古风仙侠,皇帝|皇后|宫斗,2244682971,493131684,如何以「皇帝的白月光回来了」为开头写一篇宫斗文？,梅子很甜呀,6075,1.0,2051,1893,https://www.zhihu.com/question/493131684/answer/2244682971,02_古风仙侠/2244682971_493131684.txt,02_古风仙侠/2244682971_493131684.json,f7ae23b48d9f6d6715f88793c4e90f96ea6559332ebf645057b6a2ed1f0ee2e1
02_古风仙侠,古言|皇后|后宫|公主|将军,2404702952,311422229,有哪些男主表面温润如玉实则阴狠的古言？,码字精-鸿蒙,9463,1.0,513,484,https://www.zhihu.com/question/311422229/answer/2404702952,02_古风仙侠/2404702952_311422229.txt,02_古风仙侠/2404702952_311422229.json,6ef7a2282182580cf81914ef293533ec41f6f25e556ac445ddffd45fe714f608
02_古风仙侠,皇帝|皇后|宫斗,2753015561,493131684,如何以「皇帝的白月光回来了」为开头写一篇宫斗文？,人间观察师,6417,1.0,219,247,https://www.zhihu.com/question/493131684/answer/2753015561,02_古风仙侠/2753015561_493131684.txt,02_古风仙侠/2753015561_493131684.json,0a9ff0421c0579e430ed3c5b9d8eee6b9e4dd8333b37ef11c40cb8c0c95e14bb
02_古风仙侠,王爷|王妃|将军,1909555019,461408214,怎么以「王爷叫道『救侧妃！』，王妃不再挣扎，沉入水底」为开头写一篇沙雕 HE 小说？,非言,5032,0.99,734,479,https://www.zhihu.com/question/461408214/answer/1909555019,02_古风仙侠/1909555019_461408214.txt,02_古风仙侠/1909555019_461408214.json,116c5dd84a977ad474bac435cc5ede954b9eb2ea8602b0b1ede995c1bc77fb56
02_古风仙侠,古代|皇后|后宫,1730510922,393090456,古代后宫里的嫔妃偷情容易吗？有具体事例吗？,吾玉,5035,0.95,303,136,https://www.zhihu.com/question/393090456/answer/1730510922,02_古风仙侠/1730510922_393090456.txt,02_古风仙侠/1730510922_393090456.json,c4b4eb95fb3fcb743d5b1cddc3840d97852a70d86043575f15dca56a93eb5965
02_古风仙侠,古言|皇帝|皇后|后宫|权臣,2993860260,334390853,有没有特别让你惊艳的古言，疯狂想安利给别人的那种？,飞飞,5636,0.9,171,124,https://www.zhihu.com/question/334390853/answer/2993860260,02_古风仙侠/2993860260_334390853.txt,02_古风仙侠/2993860260_334390853.json,43ff7e2885e20b2a618a4dbe59caa3dd8ce75a24658e9b6062f1d9efd9872c73
02_古风仙侠,皇帝|后宫,2713638713,52992276,当后宫争宠时，皇帝在想什么？,宫墙往事,6015,1.0,39278,41676,https://www.zhihu.com/question/52992276/answer/2713638713,02_古风仙侠/2713638713_52992276.txt,02_古风仙侠/2713638713_52992276.json,d56869fa6caef669b7592f80a4df8f480e9580ff9d6ca7b03b40e63bd610fe1d
02_古风仙侠,王爷|将军,1300761221,403115565,如何以“我是被王爷/将军从青楼里赎回来的”为开头写一个故事?,簪玉,5094,1.0,8194,8946,https://www.zhihu.com/question/403115565/answer/1300761221,02_古风仙侠/1300761221_403115565.txt,02_古风仙侠/1300761221_403115565.json,4746d1d010cb2d10c1d7e611f187b873d8937a03ffdcbf4fd78860863a38c37a
02_古风仙侠,皇帝|后宫,1937366348,52992276,当后宫争宠时，皇帝在想什么？,江山,5775,1.0,5773,5372,https://www.zhihu.com/question/52992276/answer/1937366348,02_古风仙侠/1937366348_52992276.txt,02_古风仙侠/1937366348_52992276.json,06704234e20a7f2a677d59d7a794c0ed39bc7b7803e5b3ee74d023bba650077a
02_古风仙侠,仙侠|江湖|师尊|宗门,3532384686,447178931,有什么好看的仙侠小说吗？,呆里藏乖,5313,1.0,1219,599,https://www.zhihu.com/question/447178931/answer/3532384686,02_古风仙侠/3532384686_447178931.txt,02_古风仙侠/3532384686_447178931.json,4fe02e632707d908f2ae39f59a896e15c7b839f5a17ac932d4a5f6a675643f53
03_现代情感,离婚|妻子|豪门|霸总|白月光,128618902499,556513976,有哪些特别好看的豪门霸总小说？,我爱磕cp,5342,0.98,1129,404,https://www.zhihu.com/question/556513976/answer/128618902499,03_现代情感/128618902499_556513976.txt,03_现代情感/128618902499_556513976.json,480c45c6fcecf30ab6eafc36867ecb90f3372285c8e788f15bde9666952ca725
03_现代情感,追妻|结婚|离婚|丈夫|青梅竹马,3516251076,424326784,有没有青梅竹马追妻火葬场的小说?,暮山溪,7699,0.95,186,69,https://www.zhihu.com/question/424326784/answer/3516251076,03_现代情感/3516251076_424326784.txt,03_现代情感/3516251076_424326784.json,052390a0c5e7e247bc0840afcfdba6225d1e46b2813bb2e1773ed1c5c1c6cdcd
03_现代情感,追妻|结婚|妻子|破镜重圆|白月光,3573526412,658053297,追妻火葬场真的能破镜重圆吗？,阿幸,6811,0.95,128,34,https://www.zhihu.com/question/658053297/answer/3573526412,03_现代情感/3573526412_658053297.txt,03_现代情感/3573526412_658053297.json,56f19a447393f0aeb02d1078c8bf2bfac6af2f39001f6bca7ad40dcbbc34f440
03_现代情感,结婚|离婚|恋爱|丈夫|虐文|出轨,2200232352,375478657,你看什么样的虐文会被虐哭？,不知,6438,1.0,3344,2268,https://www.zhihu.com/question/375478657/answer/2200232352,03_现代情感/2200232352_375478657.txt,03_现代情感/2200232352_375478657.json,fb910506a08104a4345d4c7d0baecf2141133110f0f66cc476e94730549e7f69
03_现代情感,追妻|结婚|男友|破镜重圆,2482067555,492469328,有没有追妻（夫）火葬场，但又破镜重圆的故事？,迟木,8164,0.95,678,1061,https://www.zhihu.com/question/492469328/answer/2482067555,03_现代情感/2482067555_492469328.txt,03_现代情感/2482067555_492469328.json,ce53023c1e3661d2637ecc0cb4d108434e37b657f549db9b5f52aa9e21492cd2
03_现代情感,追妻|结婚|离婚|青梅竹马|白月光|出轨,1899907417027876150,658053287,有没有追妻火葬场的女主清醒果断绝不回头的文？,北溟南栀,6125,0.95,184,51,https://www.zhihu.com/question/658053287/answer/1899907417027876150,03_现代情感/1899907417027876150_658053287.txt,03_现代情感/1899907417027876150_658053287.json,168fadf380f2ebd3eabba5c3c27f0191e54144d1215d207e190868cda0a7b48b
03_现代情感,离婚|男友|丈夫|病娇,3441679755,386851696,有一个病娇男友(老公)是一种怎样的体验?,,8446,0.9,4426,3067,https://www.zhihu.com/question/386851696/answer/3441679755,03_现代情感/3441679755_386851696.txt,03_现代情感/3441679755_386851696.json,6c8a2c14db0c39313f6438a9551310e226396f4bc89261d82729fd793ceaddc8
03_现代情感,追妻|离婚|丈夫|青梅竹马,3625451883,542696628,有没有青梅竹马追妻火葬场的故事？,有余庆,6927,0.9,864,137,https://www.zhihu.com/question/542696628/answer/3625451883,03_现代情感/3625451883_542696628.txt,03_现代情感/3625451883_542696628.json,42b23b18c1a2dd1d30480fc0d42dd5767abc7fd3acdd3b12f32fbdab5416c68c
03_现代情感,男友|丈夫|妻子|病娇,28370800957,386851696,有一个病娇男友(老公)是一种怎样的体验?,全糖珍奶,7681,0.9,754,556,https://www.zhihu.com/question/386851696/answer/28370800957,03_现代情感/28370800957_386851696.txt,03_现代情感/28370800957_386851696.json,6ee535bc0e7c9ec1e704b315b70b74c0101331ba1e4e31e009f8f06dfee87079
03_现代情感,豪门|霸总|白月光,10813249202,556513976,有哪些特别好看的豪门霸总小说？,小尘,5436,1.0,89138,39691,https://www.zhihu.com/question/556513976/answer/10813249202,03_现代情感/10813249202_556513976.txt,03_现代情感/10813249202_556513976.json,9218049baf47ee8813711d5e7a3e7b2ac386c2158c46a975f463603faead3dd8
03_现代情感,追妻|男友|破镜重圆,2618607223,492469328,有没有追妻（夫）火葬场，但又破镜重圆的故事？,,5721,1.0,5347,7384,https://www.zhihu.com/question/492469328/answer/2618607223,03_现代情感/2618607223_492469328.txt,03_现代情感/2618607223_492469328.json,f4af22d4daf2b7c1c17c1a2976b7bdc8f2f85474c8f90b988145d088188c1643
03_现代情感,恋爱|暗恋|校园恋爱,2466458375,56895124,校园恋爱有多甜？,张三爱吃肉,5579,1.0,5296,13009,https://www.zhihu.com/question/56895124/answer/2466458375,03_现代情感/2466458375_56895124.txt,03_现代情感/2466458375_56895124.json,f609f8c56cb546a5176d6a6885894c5b8c8751ee7536a6dc50ba39fac47c9ae1
04_末世科幻,末世|丧尸|囤货,2684592306,545351726,有没有好看的末日囤货丧尸求生文？,南风,6007,1.0,1749,1320,https://www.zhihu.com/question/545351726/answer/2684592306,04_末世科幻/2684592306_545351726.txt,04_末世科幻/2684592306_545351726.json,c583c7e71024c608978cd05edea2dcb833306ec508a14ce30e7e2cc5c8ce91a4
04_末世科幻,末世|丧尸|囤货,3080949299,522700073,有丧尸末日疯狂囤货的爽文小说吗？,顾妍一,8462,1.0,533,101,https://www.zhihu.com/question/522700073/answer/3080949299,04_末世科幻/3080949299_522700073.txt,04_末世科幻/3080949299_522700073.json,f1fe49497ac7ca94f4cc5185d32119e71185662cf7d28855803ca0c0a72aa63d
04_末世科幻,末世|丧尸|囤货,2602021957,522700073,有丧尸末日疯狂囤货的爽文小说吗？,知乎用户MtlJ3E,7760,1.0,298,452,https://www.zhihu.com/question/522700073/answer/2602021957,04_末世科幻/2602021957_522700073.txt,04_末世科幻/2602021957_522700073.json,dd378cd879a46d2ac3041dc4239cde9d044f14dcca21c243f9153b11cbcb61f5
04_末世科幻,末世|丧尸,2622053498,351553123,有没有好看的末世/丧尸小说?,大笛,9011,1.0,2377,2375,https://www.zhihu.com/question/351553123/answer/2622053498,04_末世科幻/2622053498_351553123.txt,04_末世科幻/2622053498_351553123.json,3e849cb0e71181617f1ed2228a9f14c3980b865f4feab96adae0a3f035f87943
04_末世科幻,末世|丧尸,37307749117,352071986,有没有好看的完结末世丧尸文？,言十六,7581,1.0,2295,770,https://www.zhihu.com/question/352071986/answer/37307749117,04_末世科幻/37307749117_352071986.txt,04_末世科幻/37307749117_352071986.json,326af1a90180aa94da58dc3e3ff06a5855dd0f5cea5d2777aa4e53946c672bf2
04_末世科幻,丧尸|囤货,2782391165,545351726,有没有好看的末日囤货丧尸求生文？,海的鸽子,9216,1.0,1991,1854,https://www.zhihu.com/question/545351726/answer/2782391165,04_末世科幻/2782391165_545351726.txt,04_末世科幻/2782391165_545351726.json,703a301779e816a1a21593708eadaa62c96a17ce30c847fcb43cf1ad40d3a82f
04_末世科幻,末世|丧尸,2795472068,351553123,有没有好看的末世/丧尸小说?,风月无罪,5811,1.0,897,618,https://www.zhihu.com/question/351553123/answer/2795472068,04_末世科幻/2795472068_351553123.txt,04_末世科幻/2795472068_351553123.json,050db512bb08212ba8fed68d615c764cd6832b192311f1876a03cddfb0881424
04_末世科幻,末世|丧尸,2708176794,430078256,有高质量末世丧尸小说推荐吗？,李云舟,6083,1.0,194,124,https://www.zhihu.com/question/430078256/answer/2708176794,04_末世科幻/2708176794_430078256.txt,04_末世科幻/2708176794_430078256.json,bbf8409d3a9e25f2e5071a52a698713fdca4e41ca756541620bddd9202b0b674
04_末世科幻,末世|丧尸,2534659706,430078256,有高质量末世丧尸小说推荐吗？,霸道狗子,5631,1.0,185,170,https://www.zhihu.com/question/430078256/answer/2534659706,04_末世科幻/2534659706_430078256.txt,04_末世科幻/2534659706_430078256.json,fadad73b4e00e74c8c6a41871f5bacf238407fabe9c90c60e3412e45a16185c1
04_末世科幻,丧尸|囤货,3120511977,546110403,有没有丧尸末日囤货没有圣母的爽文？,城北一枝花,5102,1.0,126,95,https://www.zhihu.com/question/546110403/answer/3120511977,04_末世科幻/3120511977_546110403.txt,04_末世科幻/3120511977_546110403.json,0a642d4e7af23bbf8b9aed44b409ae1e3b3a8c7fc0cca1b335d619bc239a8913
04_末世科幻,末世|丧尸,2222503620,352071986,有没有好看的完结末世丧尸文？,很困,6266,1.0,112,282,https://www.zhihu.com/question/352071986/answer/2222503620,04_末世科幻/2222503620_352071986.txt,04_末世科幻/2222503620_352071986.json,eacfe75b4d0ab68eeb621938dd162711770a673b903f6c98444ae94c0b719fb7
04_末世科幻,末世|丧尸|囤货,2619372241,544788152,有没有末日躺平的丧尸小说？,泡芙老丝,5646,1.0,639,942,https://www.zhihu.com/question/544788152/answer/2619372241,04_末世科幻/2619372241_544788152.txt,04_末世科幻/2619372241_544788152.json,d44e5cf39d3cc5f47b7168267dcc40111b4507ab69d7fef10afeee27925b67c7
05_现实家庭职场,家庭|兄弟姐妹|亲戚|公公|原生家庭,1843531940,445787783,原生家庭能把人逼成什么样子？,茶语小暖炉,7832,1.0,5115,1175,https://www.zhihu.com/question/445787783/answer/1843531940,05_现实家庭职场/1843531940_445787783.txt,05_现实家庭职场/1843531940_445787783.json,06533434af81cf9dee297716f22063b3ffc1ebb164dc58d0c8a88b4727111088
05_现实家庭职场,家庭|父母|扶弟魔|原生家庭,3345331447,445787783,原生家庭能把人逼成什么样子？,海上日出,6151,1.0,5061,1165,https://www.zhihu.com/question/445787783/answer/3345331447,05_现实家庭职场/3345331447_445787783.txt,05_现实家庭职场/3345331447_445787783.json,9b632f75c6110d1b8da86827031d0d122dc43cfcece1431e2f881c4a65d80f37
05_现实家庭职场,家庭|扶弟魔,2166274994,388115245,妻子是扶弟魔的家庭最后都怎样了？,匿名用户,8288,0.85,459,69,https://www.zhihu.com/question/388115245/answer/2166274994,05_现实家庭职场/2166274994_388115245.txt,05_现实家庭职场/2166274994_388115245.json,dd30baa03060875f0949ce0e7c0757fd81454f402f3d6e651661e565c0da8a46
05_现实家庭职场,家庭|父母|亲戚,744333599,326581212,有一个很丢脸的亲戚是个什么样的体验?,安乐,7621,0.9,1309,144,https://www.zhihu.com/question/326581212/answer/744333599,05_现实家庭职场/744333599_326581212.txt,05_现实家庭职场/744333599_326581212.json,1b467987bc6a6d08434341c71d34021391582dfaae68b8913735ce3222813b72
05_现实家庭职场,父母|妈妈|亲戚,60130960113,353910044,父母偏心到底有多伤人？,知乎用户929qlk,7997,0.9,217,21,https://www.zhihu.com/question/353910044/answer/60130960113,05_现实家庭职场/60130960113_353910044.txt,05_现实家庭职场/60130960113_353910044.json,d03a4fcf1d926d89382333719af6688025484c30983f5bc396f8a1e53ddad4c3
05_现实家庭职场,高考|父母|妈妈,3319686560,388283804,父母可以冷漠到什么程度？,一梨黄玉,5283,0.9,179,166,https://www.zhihu.com/question/388283804/answer/3319686560,05_现实家庭职场/3319686560_388283804.txt,05_现实家庭职场/3319686560_388283804.json,322569ce6aa9cf987838588733f37eb4eb03ca6e77f2454803fc9419b91faa8b
05_现实家庭职场,妈妈|亲戚,2863006785,326581212,有一个很丢脸的亲戚是个什么样的体验?,小奶盖儿,5359,1.0,352,274,https://www.zhihu.com/question/326581212/answer/2863006785,05_现实家庭职场/2863006785_326581212.txt,05_现实家庭职场/2863006785_326581212.json,2e128584f2244ffe97c3335143d494bff31c7f666a9c82ba730b63abd4a99a2c
05_现实家庭职场,父母|扶弟魔,3350832626,294589992,那些人称“扶弟魔”的女人，后来怎么样了？,我是你的小傻瓜呀,9326,1.0,116,9,https://www.zhihu.com/question/294589992/answer/3350832626,05_现实家庭职场/3350832626_294589992.txt,05_现实家庭职场/3350832626_294589992.json,9a18ca8735cdda6e5af4d31e2039be328fd5f193c6b4aadacfebe8083aa989bf
05_现实家庭职场,领导|医生|爸爸|妈妈,3348624066,543129935,有什么复仇爽文这类文推荐吗？,欧拉公式,5724,0.98,5976,765,https://www.zhihu.com/question/543129935/answer/3348624066,05_现实家庭职场/3348624066_543129935.txt,05_现实家庭职场/3348624066_543129935.json,5a76b2520add31eed1946307156efc42b8eba089d596596112c8f1801dce7bcf
05_现实家庭职场,父母|妈妈,1737527130,306434148,父母有哪些骚操作让你至今记忆犹新？,璇玑,6989,0.95,18285,2117,https://www.zhihu.com/question/306434148/answer/1737527130,05_现实家庭职场/1737527130_306434148.txt,05_现实家庭职场/1737527130_306434148.json,84de7a64f222653cc72c52eb833fe5242c5d004e53931107fb0794f178789bbd
05_现实家庭职场,老师|父母,3097942418,317600442,你小时候有哪些自以为瞒天过海却被父母知道得一清二楚的事？,匿名用户,5298,0.95,14630,3415,https://www.zhihu.com/question/317600442/answer/3097942418,05_现实家庭职场/3097942418_317600442.txt,05_现实家庭职场/3097942418_317600442.json,1724f63ae4db6912b7969ced2ee096f2f85f9bd6ad5c5de670c0e9376ef7b7aa
05_现实家庭职场,妈妈|亲戚,2658163960,480421235,你的亲戚提过什么过分的要求？,依然,6939,0.95,7640,569,https://www.zhihu.com/question/480421235/answer/2658163960,05_现实家庭职场/2658163960_480421235.txt,05_现实家庭职场/2658163960_480421235.json,52bc7321f70a65f8650e7facab2164e00361c27af2513ae8628af48672689707
